ID чека,Тип,Дата/Час,Фіскальний номер,Тип оплати,Сума (грн),Фіскальний номер ПРРО,Локальный номер ПРРО,Штрихкод,Шапка,Службова інформація,Знижка на чек
2994e263-acf3-49a3-89de-fed458f289cf,SELL,2022-12-18 22:44:45,iHkV5Zkgtx4,Готівка,3330,4000330381,1,,,,
2a05e3c0-cb38-4c71-8363-816638de0ea4,SELL,2022-12-04 23:35:43,Biy1a0--HZg,Готівка,540,4000330381,1,,,,
2a335aff-01bc-4ae3-827b-1466487d1d97,SELL,2022-12-10 20:30:21,bwkcPOOMv2s,Готівка,485,4000330381,1,,,,
2a6b3e8f-e502-40f4-aa7a-c177ec218f1c,SELL,2022-12-18 23:21:41,g81UTJSFzyc,Готівка,270,4000330381,1,,,,
2a7b8f08-24d5-4c2c-8327-365b30c8ceb4,SELL,2022-12-03 2:16:05,qXJ4NfFSpgc,Готівка,105,4000330381,1,,,,
2b168523-f96a-426c-873c-df03aca1b4eb,SELL,2022-12-18 22:34:24,qqZNdPhYtS4,Готівка,390,4000330381,1,,,,
2b3971d2-dacc-4d86-86a8-bc56104cce27,SELL,2022-12-16 20:43:10,FQqHBz_hMw4,Готівка,140,4000330381,1,,,,
2b603bec-7549-439b-bd50-7ebd2b3e763e,SELL,2022-12-03 3:26:20,gQt1o-TqrjE,Готівка,385,4000330381,1,,,,
2b71f449-5b99-4bc6-bc64-31365c8db5b9,SELL,2022-12-18 23:13:25,rTQxIxAVHhU,Готівка,555,4000330381,1,,,,
2b86f17b-14ae-4868-89f2-6b703a71e477,SELL,2022-12-10 22:41:53,v-qJ-r29EEU,Готівка,135,4000330381,1,,,,
2bbe114c-6a5c-4289-b184-e6d51abd453b,SELL,2022-12-10 23:01:31,Vy_c4GKgzc0,Готівка,310,4000330381,1,,,,
2bd6f1b9-3f9d-4a8b-8981-bbac0d4d887a,SELL,2022-12-16 16:09:28,icmhFuNQXMA,Картка,1020,4000330381,1,,,,
2c0291d0-3945-4a9e-acdf-e8a25a1beb50,SELL,2022-12-23 22:22:42,z_qMsf-inXU,Готівка,270,4000330381,1,,,,
2c09dc08-beac-43bc-a693-18fe716e90bf,SELL,2022-12-23 22:56:50,Tqnsyr6UFAk,Готівка,780,4000330381,1,,,,
2c1ec4ff-ad11-400b-bcd5-0a1b4e77a683,SELL,2022-12-23 23:14:07,nWKTEzdOcDg,Готівка,375,4000330381,1,,,,
2c1ecbd8-7013-4a66-ae90-c21f09156c12,SELL,2022-12-04 18:15:51,FHcCYHM1fBs,Готівка,345,4000330381,1,,,,
2c479929-3f06-4f61-92b2-28badcb29a8e,SELL,2022-12-18 23:29:20,3kDFgJpsXVg,Готівка,855,4000330381,1,,,,
2cab02ef-96aa-4b3c-bfbf-6021ca3f1de8,SELL,2022-12-10 23:14:28,SWv2Xyt373k,Готівка,370,4000330381,1,,,,
2ccc51dd-a88d-482c-9ff1-0f638a829bfc,SELL,2022-12-03 2:22:15,63_NNgVdbSI,Готівка,200,4000330381,1,,,,
2ce7b6ed-a7da-49d4-a74d-0a05bd8623b0,SELL,2022-12-23 23:26:32,7-DBegcABIo,Готівка,485,4000330381,1,,,,
2d8b147b-4594-416f-8d40-0c0b676cd258,SELL,2022-12-03 3:06:43,2lhEfaWxT8U,Готівка,450,4000330381,1,,,,
2dbe151b-9b04-466b-a50a-2c5fc7b768e4,SELL,2022-12-16 21:21:50,YiBrUkyRCN4,Готівка,240,4000330381,1,,,,
2dd8e5d4-e84e-47e5-a854-ace65d2c8eb7,SELL,2022-12-18 22:40:17,9x5Iq4Mj88U,Готівка,140,4000330381,1,,,,
2de39be5-d57c-4cfe-af58-030a0f49f9b1,SELL,2022-12-10 23:32:41,aNpVUm1HAKE,Готівка,555,4000330381,1,,,,
2df1e96c-4d92-4454-a0b9-a37a64cbb2d5,SELL,2022-12-10 23:44:33,bIMu9P2fmeg,Готівка,420,4000330381,1,,,,
2e0ad27b-c76c-4296-a245-e37317246e58,SELL,2022-12-18 20:33:37,ND_4wkWSywE,Готівка,75,4000330381,1,,,,
2e6bdd80-1009-44a4-bcb6-7d3ff53b30a5,SELL,2022-12-16 20:47:42,LA5-wGN2mp0,Готівка,340,4000330381,1,,,,
2ecca471-3696-4c60-aafc-92330abb8180,SELL,2022-12-18 22:14:43,KXzsr9-Y3MA,Готівка,260,4000330381,1,,,,
2f1ec9d9-12ab-483f-a00a-6fbb96faa25f,SELL,2022-12-03 2:41:58,ZF_DQrAnniQ,Готівка,90,4000330381,1,,,,
2f3fee37-697f-4335-bfec-139f38597067,SELL,2022-12-16 20:34:59,y1zwy2LjH6s,Готівка,390,4000330381,1,,,,
2f8ee1cc-2d7e-416a-b5ff-4c103b574e5f,SELL,2022-12-03 3:15:10,XNEVPHXT43M,Готівка,740,4000330381,1,,,,
2fa25b6e-99c8-479e-b169-6767dc0e8608,SELL,2022-12-03 2:56:13,GCytvwUfe4U,Готівка,85,4000330381,1,,,,
3002ded8-54c8-4480-bee8-9ad4a6b5725d,SELL,2022-12-16 20:52:56,M2coplM2ujU,Готівка,300,4000330381,1,,,,
300c4c86-2acb-4c9f-b2ca-7f0d0bc441ea,SELL,2022-12-18 22:10:33,CHw_J0tGDSI,Готівка,375,4000330381,1,,,,
30d68b0f-72e8-43b3-84a0-5c5528eeee06,SELL,2022-12-10 21:49:23,pIukG5zwGrM,Готівка,835,4000330381,1,,,,
31021027-db52-4c38-a6f2-2b692c999c0c,SELL,2022-12-18 20:25:27,o0I4ReG5bLQ,Готівка,135,4000330381,1,,,,
310ea246-ddff-4890-a518-775ea54f50aa,SELL,2022-12-18 22:10:03,3RSxUrHr71I,Готівка,6200,4000330381,1,,,,
321757e0-74a8-424a-972f-6685888cbcaa,SELL,2022-12-10 21:52:05,OMuX0jsUqyw,Готівка,75,4000330381,1,,,,
32377299-e324-44e4-82ee-ad3744e0fb01,SELL,2022-12-04 18:44:50,f6pUDRbTZ50,Готівка,435,4000330381,1,,,,
327dded6-ddd2-4061-b26d-bcec0c2cd36d,SELL,2022-12-12 21:58:52,N8XUgR19tsU,Картка,600,4000330381,1,,,,
335208c7-949a-4c1b-9c8c-c7d0c69c15dc,SELL,2022-12-10 22:58:33,WZ-g2D_ccsw,Готівка,180,4000330381,1,,,,
3368ffa5-3882-448e-bf30-bff5535c2dd9,SELL,2022-12-16 21:10:09,rZikDP9tGOM,Готівка,125,4000330381,1,,,,
338f0e66-e0ae-4091-aee1-0da72738d097,SELL,2022-12-18 22:13:51,ZACfA-ezU0k,Готівка,390,4000330381,1,,,,
339e4b4a-675a-4991-9088-c142f9ed0b92,SELL,2022-12-10 21:47:26,p-pvGtxBDik,Готівка,165,4000330381,1,,,,
340d6bed-27d1-496e-9748-0831b59c885d,SELL,2022-12-23 23:48:36,HMmBW-Ti9IU,Готівка,675,4000330381,1,,,,
3420cefc-2e49-4684-b645-d26834ed1a22,SELL,2022-12-07 17:35:17,tNfRWSwnXsg,Картка,140,4000330381,1,,,,
3439a37b-3539-4300-a239-4539151a230b,SELL,2022-12-26 14:10:30,rJ2zVMrxIFw,Картка,240,4000330381,1,,,,
351137a8-6c6e-4805-bd5c-df066c0bdb48,SELL,2022-12-18 20:42:16,PGo-HACxibk,Готівка,125,4000330381,1,,,,
35976585-186b-4257-930c-784801150337,SELL,2022-12-03 2:40:37,XVDSUJvzmrY,Готівка,520,4000330381,1,,,,
35b76711-b567-4142-95c5-a8350efdc4a1,SELL,2022-12-16 21:25:12,J5pGRwVt9f0,Готівка,575,4000330381,1,,,,
35c65fac-79cd-44fc-8ac5-79c5a8e13b91,SELL,2022-12-23 22:40:17,WHkEX3AJpkU,Готівка,280,4000330381,1,,,,
35d29c14-95cc-4322-accf-98c344a8fe98,SELL,2022-12-26 14:08:58,0KvT7sfzD-Y,Картка,270,4000330381,1,,,,
35d3b100-15ae-4fc6-94d1-787e7c5f330b,SELL,2022-12-23 21:58:52,60tFVCk_ED8,Готівка,2500,4000330381,1,,,,
36534d2b-0e29-4755-8d27-fd7e17195747,SELL,2022-12-03 2:29:03,syyNkSBvjF0,Готівка,75,4000330381,1,,,,
36549800-9bf6-4555-832a-91410dc79326,SELL,2022-12-18 21:27:28,tJ54BuvlGjw,Готівка,95,4000330381,1,,,,
36826338-bd1c-44c9-9fe9-9a87aac0c8ef,SELL,2022-12-10 23:46:06,TvkGIJ8SmqY,Готівка,10,4000330381,1,,,,
36cc002e-9da3-482f-bd0c-2bc63e5a43a5,SELL,2022-12-10 20:24:49,4mWZ7VtMh84,Готівка,150,4000330381,1,,,,
36f80f35-9f2b-4a3b-b3e0-4f3da599bc73,SELL,2022-12-10 22:57:53,Ttk1S5GTcdY,Готівка,200,4000330381,1,,,,
3769b3e7-e873-4426-b974-7f4843c84a19,SELL,2022-12-10 21:40:05,eaAOzOTs2Oc,Готівка,180,4000330381,1,,,,
37ab6ab1-cf1d-46ee-9500-12c753716c70,SELL,2022-12-20 22:01:59,ikFWyI9Kbjg,Картка,290,4000330381,1,,,,
37de5bcf-eb64-4a3c-b18b-215ae366390f,SELL,2022-12-10 22:14:35,biL3D5gPsTk,Готівка,150,4000330381,1,,,,
383b7f84-a2ad-4d84-a5c5-696e378fe13f,SELL,2022-12-18 22:41:23,2hKL7qUer7g,Готівка,160,4000330381,1,,,,
38b0d946-9c90-4d5c-9bfa-3fff5aca7db8,SELL,2022-12-23 22:10:23,w3gJG4BDnOk,Готівка,355,4000330381,1,,,,
397f4f11-8777-4d2c-a5f2-3439b77b515d,SELL,2022-12-03 2:18:13,CtiDVp0lSkw,Готівка,1845,4000330381,1,,,,
39920ece-b6c0-475e-bce4-6e7901f678f0,SELL,2022-12-03 3:24:17,Pf24-9fJQJE,Готівка,165,4000330381,1,,,,
3a0f59bb-078f-4b2f-8fc0-b3d5d338e46e,SELL,2022-12-23 23:49:45,-mO86MChFT0,Готівка,200,4000330381,1,,,,
3a3e78e7-d908-4af4-8fbe-d1c8b6c056ba,SELL,2022-12-16 20:31:15,y05yxMvpxhE,Готівка,745,4000330381,1,,,,
3ae75bf1-6007-447d-b88e-4759442f7f20,SELL,2022-12-18 20:22:19,Zxtk3kIQCFk,Готівка,590,4000330381,1,,,,
3b1b541a-1c24-457c-bd01-8ae0a2df033e,SELL,2022-12-10 20:56:51,nd3RZPnIaoM,Готівка,435,4000330381,1,,,,
3b25ff39-39f0-4017-9c59-1c5b82a4a90b,SELL,2022-12-10 20:03:37,5xcC8csjg5g,Готівка,705,4000330381,1,,,,
3b2dc36b-24c5-4258-bfe8-ef68a466af7e,SELL,2022-12-18 21:04:20,cX_aGHSx4TM,Готівка,95,4000330381,1,,,,
3ba128b7-b088-48bf-8df5-2d09d94f88ea,SELL,2022-12-18 20:17:40,P6mdhbyOVzs,Готівка,295,4000330381,1,,,,
3c02ba6a-8db5-4c7a-9b48-d7d2742f6c59,SELL,2022-12-16 20:22:51,OqvnzvJfjkw,Готівка,75,4000330381,1,,,,
3c077fc9-c009-473b-bb48-887c98499c95,SELL,2022-12-16 20:29:55,ZhQqTIDVUy4,Готівка,390,4000330381,1,,,,
3c118e9a-a960-4619-9fcf-a0df761f1301,SELL,2022-12-16 20:57:06,2257YXZIdSo,Готівка,75,4000330381,1,,,,
3c6fa477-107c-4a39-86ee-10b7ccc41623,SELL,2022-12-23 22:02:58,sXHMVEN6gOk,Готівка,1260,4000330381,1,,,,
3c8784cc-d23f-4416-9c64-48664e03d039,SELL,2022-12-18 20:47:53,2Cb7OZFOgK8,Готівка,75,4000330381,1,,,,
3c90f11e-b23e-4d80-894e-ca2405f35b5b,SELL,2022-12-10 20:33:04,ION0dTjuP1c,Готівка,840,4000330381,1,,,,
3cc67b15-699a-4940-92e5-ae751276d88f,SELL,2022-12-16 20:21:21,KtxAcNs0o48,Готівка,260,4000330381,1,,,,
3cc6e79b-fc3d-4fd6-841f-200d5d8e32c3,SELL,2022-12-23 23:46:49,il1rOz6Xuog,Готівка,170,4000330381,1,,,,
3cf6b3db-4767-427e-a12f-0f207fd02ad1,SELL,2022-12-23 22:16:37,ssLh20C2dW4,Готівка,250,4000330381,1,,,,
3df6571b-ca84-467f-9b4c-9771005cb53a,SELL,2022-12-09 14:44:59,YxLXvHVDf9c,Картка,250,4000330381,1,,,,
3e28e36a-541a-42f1-9972-5c855185f700,SELL,2022-12-03 2:21:29,J7kWIl-jiQE,Готівка,600,4000330381,1,,,,
3e2e8f5e-43eb-45ed-8300-9f3425cb89c6,SELL,2022-12-18 22:46:32,rEdRALPeUfs,Готівка,300,4000330381,1,,,,
3e9a458f-8863-4d69-ba7a-21de7e412c30,SELL,2022-12-16 20:41:47,AJEZdWOBCE8,Готівка,130,4000330381,1,,,,
3ef03ef5-776f-44c3-b432-defe5fbfe834,SELL,2022-12-18 20:49:17,h4icmu6Taog,Готівка,150,4000330381,1,,,,
3f0f00d2-b569-4fae-ae62-748dcbf86603,SELL,2022-12-16 21:13:38,HbKfy0HvQzo,Готівка,325,4000330381,1,,,,
3f4f2a94-ff37-4485-9f27-8b3cc5d48940,SELL,2022-12-10 23:08:20,BC5Q3rRxhYY,Готівка,120,4000330381,1,,,,
3f6bb83e-0f2c-48f7-81c9-03d1ddce4926,SELL,2022-12-16 21:20:20,agebLAbeHRU,Готівка,300,4000330381,1,,,,
3f6cb544-1954-4be8-b727-ac41e2324712,SELL,2022-12-23 23:28:15,HjLrksFdhm0,Готівка,485,4000330381,1,,,,
3fa7c3f4-464b-4c69-8c4b-45dc31aabf2e,SELL,2022-12-18 23:41:00,jX47DSKNuhI,Готівка,250,4000330381,1,,,,
3ff28857-8e48-4234-9de3-fbd9e4e34012,SELL,2022-12-10 23:32:13,t0VfbSK0uMk,Готівка,180,4000330381,1,,,,
404275b7-56da-4426-9345-1b5203cddc9c,SELL,2022-12-03 2:39:54,HdE1h1IIDJI,Готівка,510,4000330381,1,,,,
4043cc32-600e-425b-a5fa-6dbb73d09e31,SELL,2022-12-16 20:13:51,2x-J2yoSW1E,Готівка,240,4000330381,1,,,,
406f6e2a-707d-4277-ac77-c1ef9190d92a,SELL,2022-12-23 22:32:21,tOnP95qzdK8,Готівка,295,4000330381,1,,,,
40cbb3da-ad00-48ed-8256-c2b2ef186d99,SELL,2022-12-14 23:40:26,JBAw-939Ods,Картка,75,4000330381,1,,,,
40d6b23c-9e59-48f7-ae8e-e10db0618185,SELL,2022-12-04 18:17:19,nk9tBpPIKcI,Готівка,450,4000330381,1,,,,
4113627c-311c-4a68-aaf5-d499aa84807e,SELL,2022-12-23 0:37:33,W7PqjSV80PM,Картка,230,4000330381,1,,,,
416c2c85-46ca-4db3-a6ed-a28da3f6b5b6,SELL,2022-12-10 20:10:08,HyFPMCrBFgA,Готівка,280,4000330381,1,,,,
418627e5-2b89-4c34-9f01-8bba8281dcf5,SELL,2022-12-18 20:48:30,VUmAg7j3Oow,Готівка,70,4000330381,1,,,,
41bcf10c-1ba5-4034-9b62-5d37399b5395,SELL,2022-12-19 15:20:29,MIHG4vH4FFw,Картка,340,4000330381,1,,,,
41d71824-441d-471c-b658-a0318cd413bb,SELL,2022-12-18 21:37:42,aCuhZq1YzUw,Готівка,75,4000330381,1,,,,
424a61f2-e19b-4269-b8cf-7462b0996f51,SELL,2022-12-19 22:41:48,eViS6kPrvS8,Картка,320,4000330381,1,,,,
42e45213-cd5b-4d89-86f3-935e420a1ab5,SELL,2022-12-03 2:08:23,eKGw67-5YVI,Готівка,150,4000330381,1,,,,
4300480b-487b-430e-86cd-dd55e45ecb0d,SELL,2022-12-18 21:01:41,5w_FM5jMgM0,Готівка,485,4000330381,1,,,,
43214fd3-cacd-424a-87d9-2ecb0227d181,SELL,2022-12-23 23:05:43,1WFaE3a5GJ4,Готівка,105,4000330381,1,,,,
4342172f-1d3a-4ed0-8529-e6417dff0790,SELL,2022-12-23 22:12:43,o--9rQ8u61c,Готівка,250,4000330381,1,,,,
434ceb1a-aa27-4b70-a8e8-7b3917080495,SELL,2022-12-18 21:36:12,WiPd-kwL2mE,Готівка,170,4000330381,1,,,,
4392a6de-5a1c-481d-9ce6-12da55393bd9,SELL,2022-12-03 3:07:28,-CJRrK6ofWI,Готівка,295,4000330381,1,,,,
43f27a79-9cf2-4a69-bffd-d2049f6731b6,SELL,2022-12-18 20:21:48,8VXW7dY_Ce4,Готівка,350,4000330381,1,,,,
440ce284-be00-46a2-bb65-b95bf563a80c,SELL,2022-12-04 23:43:09,uIqVsLwCCN0,Картка,460,4000330381,1,,,,
446d2a63-4674-4e6e-bda0-cd584bc53aa3,SELL,2022-12-10 23:29:43,ILQ2zO_FVls,Готівка,480,4000330381,1,,,,
44708ef6-cc8b-4cf7-8dec-832a802ecdc1,SELL,2022-12-03 2:12:37,v-0bKLrL-x4,Готівка,320,4000330381,1,,,,
4476733d-0ac4-431e-b0bf-837b743fed7f,SELL,2022-12-29 17:08:16,brMz_ijWnps,Картка,90,4000330381,1,,,,
45352fd2-a4c2-49a0-99c1-5362b8f3207a,SELL,2022-12-18 20:15:21,5OIybTLqUy0,Готівка,150,4000330381,1,,,,
45457bba-2b74-4f9c-832d-6f9c3ff8d91e,SELL,2022-12-18 22:35:07,rfDIZUgQ_zE,Готівка,245,4000330381,1,,,,
45467e70-4fc4-4ef8-ac06-8b1bd750d816,SELL,2022-12-10 21:56:38,Ty80uvgzRXY,Готівка,75,4000330381,1,,,,
4699ea05-ca8b-439f-b6ed-edbf17227b00,SELL,2022-12-23 0:38:17,H6ojoH99isY,Картка,240,4000330381,1,,,,
46f34e8c-fc02-4011-adc2-c051a41f09c9,SELL,2022-12-23 23:29:04,1zexUTQysnI,Готівка,290,4000330381,1,,,,
470178bb-60c7-48ab-8d85-fda67876e6fa,SELL,2022-12-18 20:24:06,ZdUnIXBMjyc,Готівка,75,4000330381,1,,,,
4733ea06-e8d6-4e1e-b895-7574db51f024,SELL,2022-12-10 21:11:37,RVUn5vhqBwE,Готівка,160,4000330381,1,,,,
47cceafb-c7cc-4db9-aae1-051933c36cb0,SELL,2022-12-03 2:38:25,-lCeY7Ouf8o,Готівка,160,4000330381,1,,,,
4834b431-0aec-4453-92dc-9042bb692bdb,SELL,2022-12-18 22:55:57,nTTm77Ad4gE,Готівка,195,4000330381,1,,,,
483acac4-159e-4023-a76c-46269535c05e,SELL,2022-12-27 20:04:58,UROeCW2sTug,Картка,180,4000330381,1,,,,
4855f199-fa82-485c-9773-c92f3c7ca8bf,SELL,2022-12-03 3:03:36,WkejTDHLGas,Готівка,300,4000330381,1,,,,
486780aa-3c15-4734-981d-d60a93699063,SELL,2022-12-03 3:14:35,50EBnmVm2ZA,Готівка,90,4000330381,1,,,,
489e3513-d838-4d45-a3f4-a84ba97b8a5c,SELL,2022-12-16 15:52:23,47Kd0WtLfmc,Картка,580,4000330381,1,,,,
49eaafda-2c1e-47f6-9c03-69f01bebd807,SELL,2022-12-04 23:40:51,5Xz_eIMHi8c,Картка,85,4000330381,1,,,,
4a32b263-5b1b-48e0-b107-abf7d29fd018,SELL,2022-12-23 21:55:16,0gySgntKJA4,Готівка,75,4000330381,1,,,,
4a3e9c75-c4e5-4bdc-9f70-8d983bbed910,SELL,2022-12-10 23:05:24,rO0CQOColQ4,Готівка,400,4000330381,1,,,,
4a7c0bc8-2aa2-48f6-bddf-0f063d39fa6c,SELL,2022-12-18 22:11:09,1nrz1fUlfmQ,Готівка,200,4000330381,1,,,,
4a989fce-1479-4775-8d6c-ce43aed9b758,SELL,2022-12-18 20:32:38,AHQRl5fp6mI,Готівка,1500,4000330381,1,,,,
4b4e7411-c675-4401-bce3-c7a64c70326c,SELL,2022-12-10 21:21:48,CPxOaMC3iK0,Готівка,485,4000330381,1,,,,
4b57a44b-710b-4c5e-894b-0968b8fee43d,SELL,2022-12-12 21:56:30,WBLq0217ayQ,Картка,365,4000330381,1,,,,
4b843f26-f541-4086-a2dc-982976344e72,SELL,2022-12-18 20:58:41,QAPe4LTYCgg,Готівка,75,4000330381,1,,,,
4bf3207c-bade-4121-a020-6a01aaa360d4,SELL,2022-12-03 3:25:31,iReilcMnrg0,Готівка,300,4000330381,1,,,,
4c7e9e4f-8b00-4a3e-b10c-c6cb042deb97,SELL,2022-12-23 22:53:36,feWTcdN1Uzs,Готівка,295,4000330381,1,,,,
4cce0dc9-e36f-4a50-984a-924c8cfd6c0c,SELL,2022-12-18 22:39:42,TocbTHGJwDU,Готівка,170,4000330381,1,,,,
4ce32299-5ed6-45ab-93a4-b2eb5d1c8ee2,SELL,2022-12-10 20:51:37,pFX1UfHEhNU,Готівка,450,4000330381,1,,,,
4d25ec74-5ad1-4d68-81da-c70063c2154b,SELL,2022-12-10 23:07:05,o5FqZsaNKXE,Готівка,350,4000330381,1,,,,
4d7bac2b-0eed-45f4-8575-2d3e965a4666,SELL,2022-12-16 21:33:31,_La5oAoYAdE,Готівка,435,4000330381,1,,,,
4f4d1ca0-eb80-431b-ad78-7dd8d1106924,SELL,2022-12-04 23:38:07,cOhJSDGoM1M,Готівка,450,4000330381,1,,,,
4f8b0ebe-46bf-4d99-ae6d-fc45ae76a4d9,SELL,2022-12-18 21:42:22,9G2XO6RYxjE,Готівка,140,4000330381,1,,,,
4f8ba663-9eac-45f8-9891-385302be2db0,SELL,2022-12-23 21:57:11,tuk3LayFF18,Готівка,300,4000330381,1,,,,
4fe37e36-ee0d-4e17-ac17-ab0b410f84cd,SELL,2022-12-18 22:42:46,6w4MNstuO-Y,Готівка,340,4000330381,1,,,,
5028112a-ec72-473d-81ef-387b6e17fb7d,SELL,2022-12-03 2:32:09,F1yK6eoHxok,Готівка,2700,4000330381,1,,,,
5065e285-4591-41b4-b835-cdb4d9d421a2,SELL,2022-12-23 22:47:08,dh-dUwEWELY,Готівка,180,4000330381,1,,,,
506b7e03-9fe9-40e6-a066-a30d05bff0a5,SELL,2022-12-23 23:12:59,rvNFIUpfE9A,Готівка,300,4000330381,1,,,,
50a67fae-aabd-404d-b9c5-f5bb8c2df654,SELL,2022-12-10 20:55:54,r79CrOKpuXI,Готівка,195,4000330381,1,,,,
50e4e93a-d066-47d1-9775-0a94c94ce96a,SELL,2022-12-03 2:43:09,z-Qf2srjL0k,Готівка,170,4000330381,1,,,,
50ecb503-b938-4bf5-8bf3-ec4bf66c9ffe,SELL,2022-12-18 22:55:29,RbAO6mtAg2I,Готівка,365,4000330381,1,,,,
